source,target,value
Mat,Bili,2
Mat,Matrim,1
Mat,Egwene,100
Mat,Thom,28
Mat,Lan,102
Mat,Master,12
Mat,Ara,5
Mat,Mutch,3
Mat,Eward,4
Mat,Dav,5
Mat,Aemon,9
Mat,Mandarb,11
Mat,Mordeth,11
Mat,Balwen,4
Mat,Mistress,21
Mat,Jak,16
Mat,Strom,6
Mat,Raimun,3
Mat,Elaida,8
Mat,Artur,5
Mat,Haman,3
Mat,Mother,1
Mat,Loial,16
Mat,Aldieb,3
Mat,Aram,9
Perrin,Egwene,88
Perrin,Thom,5
Perrin,Lan,12
Perrin,Moiraine,23
Perrin,Nynaeve,5
Perrin,Elyas,28
Perrin,Dapple,10
Perrin,Aram,5
Perrin,Ila,5
Perrin,Raen,4
Perrin,Hopper,23
Perrin,Aldieb,1
Perrin,Loial,1
Egwene,Moiraine,532
Egwene,Nynaeve,621
Egwene,Padan,6
Egwene,Mistress,1
Egwene,Cenn,5
Egwene,Thom,23
Egwene,Matrim,6
Egwene,Three,5
Egwene,Bran,5
Egwene,Haral,1
Egwene,Berin,3
Egwene,Lan,289
Egwene,Kari,4
Egwene,Min,3
Egwene,Aldieb,8
Egwene,Mordeth,4
Egwene,Balwen,3
Egwene,Mandarb,7
Egwene,Elyas,234
Egwene,Dapple,35
Egwene,Hopper,7
Egwene,Burn,4
Egwene,Wind,7
Egwene,Raen,21
Egwene,Aram,96
Egwene,Ila,31
Egwene,Artur,15
Egwene,Geofram,9
Egwene,Loial,36
Egwene,Dara,10
Egwene,Elayne,6
Egwene,Ingtar,8
Egwene,Agelmar,7
Egwene,Creator,3
Egwene,Aginor,44
Egwene,Ishamael,4
Cenn,Nynaeve,29
Cenn,Bran,25
Cenn,Ishamael,4
Cenn,Matrim,5
Cenn,Samel,3
Cenn,Ewin,10
Cenn,Thom,3
Cenn,Haral,12
Cenn,Bandry,4
Cenn,Ban,1
Cenn,Smoke,2
Cenn,Bili,16
Cenn,Hari,11
Cenn,Eward,4
Cenn,Alsbet,5
Cenn,Elyas,2
Cenn,Lan,5
Cenn,Loial,12
Wit,Daise,4
Nynaeve,Lan,308
Nynaeve,Ewin,8
Nynaeve,Matrim,12
Nynaeve,Bili,3
Nynaeve,Padan,7
Nynaeve,Mistress,4
Nynaeve,Thom,5
Nynaeve,Brandelwyn,5
Nynaeve,Bran,5
Nynaeve,Moiraine,649
Nynaeve,Min,21
Nynaeve,Mavra,4
Nynaeve,Aldieb,18
Nynaeve,Mandarb,14
Nynaeve,Elyas,5
Nynaeve,Dapple,6
Nynaeve,Mother,4
Nynaeve,Gawyn,8
Nynaeve,Loial,24
Nynaeve,Ishamael,5
Nynaeve,Agelmar,28
Nynaeve,Dara,9
Nynaeve,Ingtar,5
Nynaeve,Aginor,12
Nynaeve,Balthamel,21
Nynaeve,Kari,6
Nynaeve,Yurian,2
Bran,Haral,2
Creator,Moiraine,1
Ishamael,Aginor,15
Ishamael,Demandred,6
Ishamael,Balthamel,5
Aginor,Lanfear,6
Aginor,Balthamel,35
Aginor,Lan,3
Aginor,Moiraine,27
Aginor,Loial,5
Dav,Elam,6
Dav,Lan,1
Matrim,Bili,5
Haral,Jon,6
Haral,Samel,5
Haral,Hari,15
Haral,Alsbet,6
Jon,Oren,6
Jon,Moiraine,5
Jon,Samel,5
Ewin,Moiraine,15
Ewin,Lan,6
Ewin,Tad,5
Three,Moiraine,17
Three,Jaem,4
Three,Lan,15
Three,Elyas,8
Three,Raen,3
Three,Lamgwin,4
Three,Loial,3
Three,Morgase,2
Three,Agelmar,4
Moiraine,Lan,915
Moiraine,Lady,4
Moiraine,Thom,29
Moiraine,Ban,5
Moiraine,Hari,6
Moiraine,Aemon,10
Moiraine,Eldrene,8
Moiraine,Mandarb,28
Moiraine,Aldieb,102
Moiraine,Lara,6
Moiraine,Avin,26
Moiraine,Mutch,7
Moiraine,Master,19
Moiraine,Cinda,5
Moiraine,Logain,16
Moiraine,Adan,6
Moiraine,Min,15
Moiraine,Sparks,5
Moiraine,Mordeth,20
Moiraine,Balwen,4
Moiraine,Bayle,4
Moiraine,Morgase,11
Moiraine,Elaida,35
Moiraine,Loial,119
Moiraine,Elyas,5
Moiraine,Mother,6
Moiraine,Guaire,5
Moiraine,Dara,28
Moiraine,Halan,5
Moiraine,Haman,5
Moiraine,Elayne,1
Moiraine,Ramey,5
Moiraine,Half,4
Moiraine,Agelmar,159
Moiraine,Padan,15
Moiraine,Ingtar,41
Moiraine,Balthamel,5
Moiraine,Kari,2
Moiraine,Raolin,1
Lan,Ewal,4
Lan,Darl,1
Lan,Lem,6
Lan,Marin,5
Lan,Bili,5
Lan,Master,16
Lan,Mandarb,94
Lan,Thom,3
Lan,Avin,18
Lan,Aldieb,45
Lan,Ara,3
Lan,Logain,2
Lan,Min,2
Lan,Half,10
Lan,Mordeth,9
Lan,Strom,4
Lan,Dapple,14
Lan,Elyas,11
Lan,Loial,66
Lan,Haman,5
Lan,Dara,6
Lan,Agelmar,58
Lan,Ingtar,40
Lan,Lady,9
Lan,Balthamel,2
Samel,Bandry,6
Hu,Tad,23
Mistress,Master,8
Mistress,Thom,5
Padan,Bartim,4
Padan,Agelmar,20
Half,Loial,7
Half,Balthamel,4
Bili,Darl,20
Bili,Hari,15
Thom,Ara,4
Thom,Aldieb,6
Thom,Floran,3
Thom,Morgase,11
Artur,Jaem,3
Artur,Elyas,12
Artur,Haman,5
Lady,Elayne,7
Ban,Lem,6
Kari,Lara,5
Darl,Hari,18
Hari,Eward,3
Hari,Aemon,7
Aemon,Caar,6
Aemon,Eldrene,22
Caar,Thorin,6
Caar,Mordeth,14
Caar,Balwen,6
Caar,Rhea,5
Thorin,Eldrene,6
Mandarb,Aldieb,24
Mandarb,Loial,7
Aldieb,Dara,3
Avin,Logain,5
Mutch,Sara,5
Cinda,Mari,6
Logain,Raolin,9
Logain,Yurian,1
Logain,Bartim,28
Logain,Lion,2
Logain,Elayne,23
Logain,Gawyn,9
Logain,Morgase,1
Logain,Elaida,3
Logain,Lamgwin,1
Logain,Loial,5
Davian,Yurian,11
Davian,Raolin,6
Yurian,Guaire,17
Guaire,Raolin,17
Min,Bayle,6
Min,Aram,2
Min,Dara,4
Mordeth,Balwen,30
Mordeth,Rhea,5
Floran,Bartim,4
Elyas,Dapple,59
Elyas,Wind,12
Elyas,Hopper,14
Elyas,Burn,13
Elyas,Raen,127
Elyas,Ila,21
Dapple,Hopper,57
Dapple,Wind,15
Burn,Hopper,6
Hopper,Wind,30
Raen,Ila,57
Raen,Aram,15
Ila,Aram,29
Aram,Wil,5
Jak,Strom,99
Jak,Dark,3
Mother,Elayne,9
Mother,Lion,4
Raimun,Almen,1
Elaida,Morgase,61
Elaida,Lini,5
Elaida,Elayne,9
Elaida,Gareth,15
Elaida,Gawyn,5
Elaida,Loial,4
Morgase,Tigraine,4
Morgase,Taringail,3
Morgase,Gawyn,11
Morgase,Elayne,47
Morgase,Gareth,14
Taringail,Gawyn,5
Taringail,Elayne,5
Halan,Loial,17
Loial,Gilda,5
Loial,Gawyn,5
Loial,Lamgwin,7
Loial,Ramey,8
Loial,Dara,10
Loial,Haman,5
Loial,Agelmar,24
Lamgwin,Gilda,5
Lion,Gareth,4
Elayne,Gawyn,104
Elayne,Lini,7
Elayne,Gareth,20
Elayne,Galadedrid,7
Elayne,Galad,25
Gawyn,Galad,1
Gawyn,Lini,5
Galad,Galadedrid,4
Lanfear,Balthamel,6
Balthamel,Demandred,6
Dara,Agelmar,29
Dara,Cowin,4
Dara,Ingtar,17
Agelmar,Ingtar,61
Agelmar,Lain,6
Agelmar,Cowin,5
Lain,Breyan,26
Lain,Akir,6
Lain,Jain,5
Lain,Cowin,5
Breyan,Akir,6
Breyan,Cowin,16
Breyan,Isam,6
Akir,Isam,5
Akir,Cowin,5
Cowin,Isam,6
Isam,Jain,3
